Clave entidad,Entidad,CVE_MUN,Municipio,Población 2015,Población 2020,Población en situación de pobreza 2010,Población en situación de pobreza 2015,Población en situación de pobreza 2020,Población con ingreso inferior a la línea de pobreza por ingresos 2010,Población con ingreso inferior a la línea de pobreza por ingresos 2015,Población con ingreso inferior a la línea de pobreza por ingresos 2020,Población con carencia por rezago educativo 2010,Población con carencia por rezago educativo 2015,Población con carencia por rezago educativo 2020,Población con carencia por acceso a los servicios de salud 2010,Población con carencia por acceso a los servicios de salud 2015,Población con carencia por acceso a los servicios de salud 2020,Población con carencia por acceso a la seguridad social 2010,Población con carencia por acceso a la seguridad social 2015,Población con carencia por acceso a la seguridad social 2020,Población con carencia por calidad y espacios de la vivienda 2010,Población con carencia por calidad y espacios de la vivienda 2015,Población con carencia por calidad y espacios de la vivienda 2020,Población con carencia por acceso a los servicios básicos en la vivienda 2010,Población con carencia por acceso a los servicios básicos en la vivienda 2015,Población con carencia por acceso a los servicios básicos en la vivienda 2020,Población con carencia por acceso a la alimentación 2010,Población con carencia por acceso a la alimentación 2015,Población con carencia por acceso a la alimentación 2020
21,Puebla,196,Xayacatlán de Bravo,476,453,72.299213,78.596244,75.498871,73.622047,79.50939,76.316027,7.874016,6.103286,5.643341,40.15748,6.57277,12.41535,85.564304,89.201878,88.713318,21.784777,21.830986,16.704289,80.314961,57.746479,43.792325,68.766404,19.014085,13.544018
21,Puebla,197,Xicotepec,29614,28661,78.825767,74.18372,76.354393,81.399947,76.820643,82.833238,14.489348,10.084018,10.225564,37.415114,11.519625,32.071334,91.138278,90.230286,79.69869,39.383735,26.39641,20.674744,40.056545,29.600283,-,44.065689,22.230643,37.103487
21,Puebla,198,Xicotlán,415,433,89.621622,96.994253,88.806977,93.995495,96.994253,88.976744,12.612613,8.045977,-,54.504505,-,-,77.927928,96.551724,-,29.72973,20.402299,21.395349,72.522523,97.701149,93.953488,44.594595,29.597701,-
21,Puebla,199,Xiutetelco,16566,15527,83.471987,77.834993,79.104186,84.972945,79.365336,81.484446,19.635389,13.87009,12.24367,41.441435,13.807062,30.487812,93.206745,94.352546,92.453221,57.075488,31.423612,15.61019,69.523663,27.19242,18.38602,59.26022,24.339002,38.567655
21,Puebla,200,Xochiapulco,1176,1091,84.192275,87.355277,81.076636,84.832074,88.410658,86.902804,14.945424,11.07628,-,50.797649,7.210031,11.308411,91.183879,90.909091,86.728972,53.400504,36.572623,31.214953,67.506297,65.308255,38.691589,76.070529,12.748171,25.794393
21,Puebla,201,Xochiltepec,1221,1168,80.087629,84.356189,78.568259,80.630584,84.56545,78.821672,16.151203,9.171861,8.191126,40.463918,6.411398,12.713311,97.250859,98.753339,96.928328,31.013746,29.652716,20.136519,30.670103,61.442565,40.443686,24.054983,32.413179,24.658703
21,Puebla,202,Xochitlán de Vicente Suárez,3510,4493,83.392474,87.129001,91.584535,83.688815,87.597879,92.310478,19.551983,13.277825,12.096411,17.400488,6.919412,14.647926,96.472739,98.158874,95.318627,38.261675,35.30511,20.079862,69.740087,75.070802,77.5396,32.569906,20.338791,36.008105
21,Puebla,203,Xochitlán Todos Santos,2537,2645,88.967456,94.634624,91.673462,89.911243,95.777729,94.442809,21.37574,15.137016,16.949792,37.056213,9.917355,15.402039,95.857988,97.868639,94.110985,41.494083,29.491083,25.028313,50.147929,51.500652,35.409589,14.053254,21.835581,20.347301
21,Puebla,204,Yaonáhuac,2955,2636,73.965383,76.847114,69.346606,76.976274,81.24649,74.508532,10.112797,4.446178,4.816079,79.891093,12.675507,22.98066,84.947491,85.179407,76.867653,53.092182,36.778471,22.37391,55.114741,46.567863,23.852863,35.978219,10.803432,28.744786
21,Puebla,205,Yehualtepec,9204,9491,83.647062,84.245614,86.881582,84.100515,85.45428,88.401549,16.975565,14.25768,13.632428,58.271929,17.410073,25.49883,98.176077,96.216308,94.21729,16.564426,15.093595,10.376502,56.074503,34.292776,39.300602,17.627721,24.648775,25.192704
21,Puebla,206,Zacapala,1593,1588,80.066522,90.080969,77.585539,83.596529,91.605536,79.438993,17.859725,11.557093,11.233054,39.551699,6.228374,18.786314,85.321764,93.84083,93.156875,33.261027,21.937716,21.49774,67.606652,54.67128,54.551323,36.731743,27.750865,21.820529
21,Puebla,207,Zacapoaxtla,16993,20387,79.419749,75.396227,79.536661,82.056418,79.522283,84.054387,10.000626,6.111273,6.500732,50.535144,10.544525,18.916563,83.729158,85.260944,83.840761,36.209381,19.892042,20.048361,68.358715,47.535755,50.18681,25.832765,14.640216,38.679187
21,Puebla,208,Zacatlán,29269,29749,73.931048,73.183437,80.933061,76.539068,76.070504,83.6509,11.261742,6.577768,9.023194,35.25918,8.313879,22.09344,85.404052,88.740178,90.041472,28.912835,20.20459,-,-,38.792672,-,40.083691,15.952865,26.748126
21,Puebla,209,Zapotitlán,3109,2755,79.141121,82.578654,81.009472,80.579381,84.160795,84.099454,13.014504,8.196721,7.868852,46.491572,16.846878,25.100182,89.729518,92.989187,90.856102,32.575461,26.159749,21.092896,44.923559,46.355075,39.016393,-,29.368678,24.772313
21,Puebla,210,Zapotitlán de Méndez,1958,1877,83.703779,81.293702,83.886853,84.068826,81.656857,84.241379,14.439946,6.827546,5.711207,13.157895,1.765745,-,96.356275,96.17422,94.827586,48.245614,37.610359,27.747845,45.209177,69.217187,57.435345,31.578947,20.129488,33.459052
21,Puebla,211,Zaragoza,5292,5412,60.167374,65.447568,67.971337,70.657822,72.281291,74.375023,8.559501,4.66087,5.272557,29.846351,16.308371,38.476543,68.067927,78.498647,79.37212,16.567976,13.146681,8.725769,16.129291,16.671905,12.751836,27.474907,15.96344,24.464945
21,Puebla,212,Zautla,4697,8544,77.156697,85.602365,89.690784,79.471011,89.224681,90.708724,-,9.377116,9.086103,57.097816,8.143683,18.033238,83.865348,85.320495,95.455804,47.270422,28.502702,19.280716,-,62.075056,68.174581,-,27.190436,52.45092
21,Puebla,213,Zihuateutla,5262,5079,80.531218,80.938371,83.612161,80.711943,81.292712,84.931497,14.115747,11.146604,6.920846,-,7.294949,-,94.963521,94.69935,90.429361,37.644033,31.283979,19.032744,88.230239,85.763953,73.053001,48.247078,35.371616,48.906055
21,Puebla,214,Zinacatepec,5105,5372,79.377373,81.97348,85.736092,81.579526,84.898297,89.967282,23.127515,14.506143,13.591492,20.426935,14.45204,28.991135,93.961991,90.271743,88.911658,27.154698,29.101508,22.897374,34.893452,38.531349,35.477192,25.553355,25.461369,34.118737
21,Puebla,215,Zongozotla,1540,1227,92.797806,93.987752,88.735126,94.307994,94.847262,95.066015,10.815047,11.527378,8.964955,17.633229,7.564841,5.378973,94.122257,97.334294,82.477588,36.206897,31.772334,20.456398,46.159875,63.040346,34.555827,-,11.67147,14.01793
21,Puebla,216,Zoquiapan,893,809,86.210641,89.306616,83.499379,86.537459,89.320611,84.029814,8.903366,9.923664,7.329193,24.429967,8.778626,14.534161,95.656895,98.473282,93.664596,45.711183,39.694656,24.720497,67.861021,77.480916,69.937888,57.32899,35.877863,35.652174
21,Puebla,217,Zoquitlán,8172,8308,95.105849,98.923463,97.378535,95.216514,98.979925,97.539038,24.633028,19.224871,18.914672,53.211009,5.213997,9.560068,99.334862,99.428412,98.235436,60.974771,50.522794,42.675852,89.197248,87.606301,77.95504,56.777523,16.938519,26.686004
